X,738_cm,693_cm,582_cm,566_cm,532_cm,382_cm,283_cm,233_cm,213_cm,187_cm,153_cm,40_cm,3_cm,Sum,taxonomy,a,b,c,d
2d9d7a6a7ab3e571610b6eb9345e7970,0,0,0,0,0,0,0,0,0,0,0,30,0,30,Acidobacteria,Acidobacteria_Gp2,Gp2,,
41b9bf5300c1134d389edb928fe60199,0,0,0,0,0,6,0,14,0,0,0,0,10,30,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
434341b66813750cb62937e56b677e47,0,0,0,0,0,0,0,0,0,0,0,0,30,30,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus
7c5251b6ba8160407500379131d6f746,17,0,0,0,0,0,0,10,0,0,0,0,0,30,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
8b7e3faffccb4846c9427f656672231a,0,0,0,0,0,0,0,0,0,0,0,0,30,30,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Acidibacter,
904cc550cea0d933a0df8510db0d2ecd,0,0,0,0,0,0,0,0,0,0,0,0,30,30,Woesearchaeota,Woesearchaeota Incertae Sedis AR18,,,
a778e16e3a2e075c3473d20fd3daaa5d,0,0,0,15,0,2,0,0,0,13,0,0,0,30,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium
acacdcdfe2e645ee4bdb1e5e6dcebfb6,0,0,0,0,0,0,3,1,2,2,2,18,2,30,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,
b2650181bbe4c44c34662a898cbc2c19,0,0,0,0,0,0,0,0,0,0,0,13,17,30,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
b88ecf3abb7cf43aad4037e2090e039a,0,0,0,0,0,25,0,5,0,0,0,0,0,30,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella
d358b288c2096955b644dff25d0a7665,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
3b7f963b9b33a720b5ded8a0e029983e,9,0,12,8,0,0,0,0,0,0,0,0,0,29,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporolituus
4269d909fbc81be128be6a1efe6fc41c,0,0,0,0,0,0,0,0,0,0,8,21,0,29,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
53abeabafd8f6719ef174733ad907934,0,0,0,0,0,0,0,0,0,0,0,0,29,29,Cyanobacteria/Chloroplast,Cyanobacteria,Family V,Pantanalinema,
5ee411dd5ba497b50c770c062ba725a2,0,0,0,6,0,0,0,0,0,0,0,0,0,29,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
6d2edf7dd47d3561cac6930c29602a7c,0,0,0,0,0,0,0,0,0,0,0,0,29,29,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
72dbdfe22ce00f99586d10482f16b583,0,0,0,0,0,0,0,0,0,0,0,29,0,29,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
72f19b0b04c6f86d61d68e51e223a0c5,0,0,0,0,0,0,6,0,0,0,0,23,0,29,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
7639ba00ad7c1e17978b8e58cb06d709,0,0,5,5,0,0,12,0,0,0,0,7,0,29,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Telmatocola
7f9613139f3eb09f95ca4a645138f644,0,0,0,0,0,0,0,0,0,0,0,0,29,29,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
ad04ed496af7b6af70683dcf602d6aa5,11,0,18,0,0,0,0,0,0,0,0,0,0,29,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
d7500426877413fe0213443b42911961,0,0,0,0,0,0,0,0,0,0,0,29,0,29,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
e725dafdd7433f112684fbaf7b4a1ac2,0,0,0,0,0,0,0,0,0,0,0,29,0,29,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
eb18bb62810e69087674597f6c4dd6c6,0,0,0,0,0,0,0,0,0,0,0,0,29,29,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola
26c1667e0881108b72a8a9e206fd5f35,0,0,0,0,0,0,5,11,12,0,0,0,0,28,Campilobacterota,Campylobacteria,Nautiliales,Thioreductoraceae,Thioreductor
2a9c96da8e39d75d4684cf350160f49c,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
2b608487c85c098a16a358e26804b4fe,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
4ebead62a85941d9fa63c9512f4084d4,0,0,0,0,0,0,0,0,0,0,0,19,9,28,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
4fc0360456e813436aa655e0dea1bc18,0,0,0,0,4,0,12,6,6,0,0,0,0,28,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
6882b8154318df5b04ba058af00f2a8f,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Verrucomicrobia,Subdivision3,Subdivision3_genera_incertae_sedis,,
823bab0016a7f02e826c425b22702502,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes
83abf7313cd6d767f39f97efe94538f9,0,0,0,0,5,0,0,2,0,0,0,0,0,28,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
8df87fcf11e4c0ee9627dfd0b1ee8e49,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
9441d51030901f726456f9c669708932,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Latescibacteria,Latescibacteria_genera_incertae_sedis,,,
a83df225d37625a0c5f6493defc76d06,0,0,0,0,0,0,0,0,0,0,0,28,0,28,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
c78281f126d7beac88c5ae438cfe566a,0,0,0,0,0,0,0,0,0,0,0,0,28,28,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
d9dcebc3b34b8db1e225f12ac345e9f2,9,0,9,0,0,0,0,0,10,0,0,0,0,28,Acidobacteria,Acidobacteria_Gp3,Gp3,,
e8770176a3d12b55bd94e3118f89ca00,0,0,0,0,0,0,0,0,0,0,0,28,0,28,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
e87d386740056f38e177b4cc73c76077,0,0,0,0,0,20,0,0,0,0,0,0,0,28,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
eba68ef57c1b5e56de3f2b9855281656,0,0,0,0,0,28,0,0,0,0,0,0,0,28,Thermotogae,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,Mesoaciditoga
f9d41b8f98c8aa1600d3fb4da8d5f0b9,0,2,0,0,0,2,0,0,0,0,0,0,0,28,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
05473dbdcf06f825159502f6bed91867,0,0,0,0,0,27,0,0,0,0,0,0,0,27,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
1aa8d9a9562415809c6b1fe86ed909b8,0,0,0,0,0,16,0,0,0,0,0,11,0,27,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix
61e5e823ab6299c00a7ab45d285e7e5f,0,0,8,0,0,19,0,0,0,0,0,0,0,27,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
6d0ac706e38b635960bdfff361ae727d,0,0,0,0,0,0,0,0,0,6,0,21,0,27,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
84cf42853fb52948d8a38cd55cc3baf1,0,0,0,0,0,0,0,0,0,15,0,0,12,27,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
861d16234b69a50191cb156df77c2b62,0,0,0,0,0,0,0,0,0,5,0,22,0,27,Armatimonadetes,Armatimonadetes_gp2,,,
9e468effa49e5b284140f072678da4de,16,0,0,0,0,0,0,6,0,5,0,0,0,27,Armatimonadetes,Armatimonadetes_gp2,,,
a0ec30a8dc7f336cb965173eb8547089,0,0,0,0,0,0,0,0,0,0,0,0,27,27,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
a540a67c3a5b422c43cc4cb40f3f2e1a,0,0,0,0,0,0,18,0,0,0,0,0,0,27,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Peribacillus
c059a4aea0163adcb3cc76d3dce84248,0,0,0,0,0,0,5,9,6,5,0,0,0,27,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
ced21b17bd161815b96c5a30fc97b04d,0,0,0,0,0,0,17,0,0,10,0,0,0,27,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
04e3a0556597a5ae3633e18b4a652af9,5,0,0,0,0,0,0,11,0,0,0,0,0,26,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
16d2f6ad7517afac4ba7154a11af7e8d,0,0,0,0,0,0,0,0,0,0,0,0,26,26,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Thermoclostridium
1e3ced34caa8881d1b0655c1c3dab90f,7,0,0,6,0,7,0,0,0,0,0,6,0,26,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
3b7d5af35fe89a7b6f79cb5ab71095f8,0,0,0,0,0,0,0,0,0,0,0,0,26,26,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
435748ba713197a511a36e14b3edce5f,0,0,0,0,1,0,0,0,0,1,8,16,0,26,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
45696173ead4fe48ba88a0bd35ddecfc,0,0,0,0,0,0,12,14,0,0,0,0,0,26,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Anammoxoglobus
8f7ff623171876c49aaf54fdeefec5b1,0,0,0,0,0,0,0,0,0,0,0,0,26,26,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
9138fde89b6ec799a13dcbe626861f24,0,0,0,0,0,0,15,0,0,0,0,11,0,26,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
ba87ead49385c46863355df42c7a3394,0,10,0,0,0,0,0,0,0,0,4,12,0,26,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
bcd6705777e6a54d8f9fa1d9f6bf5e78,0,0,0,8,0,1,0,2,5,10,0,0,0,26,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter
cbfd6b3263186f3018faf235e5bb8f4c,0,0,26,0,0,0,0,0,0,0,0,0,0,26,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Syntrophobotulus
dd802452cf7772be60ee0f9aa3065c1d,0,0,0,0,0,11,0,15,0,0,0,0,0,26,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomarina
e7e5cf3e65c4f66d28fb8b8502fc95c0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
fef198a5e9246a4ff5dffb2391f6116e,0,0,0,0,0,0,0,0,0,14,0,12,0,26,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
0590779cba453f1493d4e315f31e2682,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
083e0e279f0b94ce57fd11b23f7ecb95,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter
0ef8db6779bbc6efdcc219feaaa96bda,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea
24602c3b80cb4250bc57983544ab725e,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Rectinema
2fd6a53b9caaaaaa9bcaaf6c693c421f,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Thiobacter
2fe42e814eb9596f4133ce4af396d041,0,0,18,0,0,0,0,0,0,0,0,7,0,25,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
34c379c8acb600ae9ae2e5048c923af6,0,0,0,0,0,0,0,4,0,0,21,0,0,25,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
468d0b2d7e8daa1be2181c9f4529e53b,0,25,0,0,0,0,0,0,0,0,0,0,0,25,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
4d129a55b8503a61b28147cd4e0ab281,0,19,4,0,2,0,0,0,0,0,0,0,0,25,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
4e09a6fd90b7878d3052929dcca654a9,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
52301b01a21af255c753349739f91d1d,3,22,0,0,0,0,0,0,0,0,0,0,0,25,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum
5a4def795782293868140697297f576e,0,0,0,0,15,0,0,9,1,0,0,0,0,25,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
72b4ac2d34e6b9ab3591a9e5e1d09a8a,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
8c405025e20519d17a9daa1883062d55,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
913626bd7746787a832f668fdf7daea6,0,17,0,0,0,2,0,1,0,1,0,0,0,25,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
922584d430070cd5c57101d0835f69db,10,0,0,0,0,0,0,0,0,0,0,0,15,25,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
922af3dd61095fa8fd1a561fd71247bf,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
98160ed4a25bf348caeaec1788ebde6d,0,0,0,0,0,0,0,0,0,0,0,12,13,25,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
a24239bb084eb8be094a469891c0ac50,0,0,0,0,0,0,0,0,9,6,0,10,0,25,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
a796db4d4c687c5eaea2f8db5811b918,0,0,0,0,9,0,10,0,0,0,0,0,0,25,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
aa6b5dee691ea443d53d9c7b16051127,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
aea9f4912c53902b9511e4e3d98ad18a,0,0,0,0,0,0,0,0,0,0,0,25,0,25,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Syntrophaceticus
bd478381ae2e0fc4f7e0928108c764fd,0,12,0,0,0,0,0,0,0,0,13,0,0,25,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola
d0073d080d8b4b04548561d42560fbe6,20,3,0,0,0,0,0,0,0,0,0,2,0,25,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
e777128fbd0fc1015bdb759e35e0ce66,0,0,0,0,0,0,0,0,0,0,0,0,25,25,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Seleniivibrio
e9425ee52185043627b081b3f70327c3,0,0,0,8,0,0,0,17,0,0,0,0,0,25,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
f0ba7fa0b112ecb6b609cde9a6f2d406,0,0,0,1,7,0,0,0,0,12,5,0,0,25,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Tuwongella
f2b584975e7199929778d6711b1b6167,13,0,10,0,0,0,0,0,0,0,0,2,0,25,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
f6fae21576efe0397475ac62399f6860,0,0,0,10,0,0,0,0,0,0,0,15,0,25,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioprofundaceae,Sulfurivermis
11c2462d9d389be5d745d9428bbcd956,0,0,0,0,0,0,0,0,0,0,0,15,9,24,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdus,
1a747de308363ee860bd3b8a8e8c6531,0,0,0,0,0,0,24,0,0,0,0,0,0,24,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
1d3dc2160131b63aa14b8a9d7dfa85f1,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellales_incertae_sedis,Chloracidobacterium
2798ce49d046ba03c89252945acf597f,0,0,0,0,0,0,0,0,0,0,0,24,0,24,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
3d9d4cb6cf032d52a1dbf04fca2c9c94,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
3e3858ec987333c8667d755ab85ece1c,0,0,0,0,0,0,20,0,4,0,0,0,0,24,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
3e8a07d61a1e3beedc9bdb08c9422c0d,0,0,0,0,0,0,13,11,0,0,0,0,0,24,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
41d88a6236ca4fb21029a3562ea6d116,0,0,0,0,0,0,0,0,0,0,0,12,12,24,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium
533277800aa769c6b970061ed1cd1534,9,0,15,0,0,0,0,0,0,0,0,0,0,24,Acidobacteria,Acidobacteria_Gp3,Gp3,,
534f7f0959a20ec6e148e64bd9842170,0,0,0,0,0,0,0,16,0,0,0,8,0,24,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Desulfosporomusa
5c045e4d3921dbdbccc17360f1bc22d5,0,0,7,1,0,0,5,3,1,0,0,1,0,24,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
6dae2a955d772b81a538d5b428ce894a,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Maribellus
725ab8f1a49942951c4f08c4b8651124,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
7ba9febed4e650bb0a1506bd071b5a30,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Cyanobacteria/Chloroplast,Cyanobacteria,Family I,Aerosakkonema,
889e0dcd0f6a44e1cecd02a61cf46663,0,0,10,0,0,14,0,0,0,0,0,0,0,24,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
8d35171257ac3b2ecceda143509d2592,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
a63614934a2ebf1ec3b7fc3ce8649d4b,0,24,0,0,0,0,0,0,0,0,0,0,0,24,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
a64dd872713ce08ce29b8c86524f1212,0,0,0,9,0,0,0,0,0,0,0,15,0,24,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
a7216290cca497ac0a93519f9ae606ee,0,0,0,0,0,0,0,0,24,0,0,0,0,24,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Chromatocurvus
aaca6885e2bfb83e39c945561f1942b0,0,14,0,10,0,0,0,0,0,0,0,0,0,24,BRC1,BRC1_genera_incertae_sedis,,,
b02b15f7582bb2a1b19b11af67d09782,0,0,24,0,0,0,0,0,0,0,0,0,0,24,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
b3e91a9ead691ff78d7d3bb7833e9311,24,0,0,0,0,0,0,0,0,0,0,0,0,24,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chlorophyta,
c2e349130d9a2c40e44c5f51fc1d74a6,0,0,0,0,0,0,0,0,0,16,0,0,8,24,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
c811ebc8ed4997b60458c1d7ab3dbd89,0,0,0,0,0,0,0,0,0,0,0,0,24,24,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogeniiclostridium
c84d14ffe00a68f9ac944f9c6e47130c,0,0,0,0,0,0,0,0,0,0,0,24,0,24,Hydrogenedentes,Candidatus Hydrogenedens,,,
e13882b31f9e88c324f2092ca7ba3ee0,0,0,0,13,0,0,0,0,0,0,0,11,0,24,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
edf2cd886f692df7ac92c6acb369a161,0,0,0,0,0,0,0,0,0,0,0,0,16,24,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfoprunum
0939628c4a4b80480b572f0985d88ac6,23,0,0,0,0,0,0,0,0,0,0,0,0,23,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum
1c79838d5a00fe1c1a6addcbcdd8deb3,23,0,0,0,0,0,0,0,0,0,0,0,0,23,Acidobacteria,Acidobacteria_Gp18,Gp18,,
2b38f665ac7b10dd928a36c0d9955357,0,0,0,11,0,0,0,11,0,0,0,1,0,23,Chloroflexi,Thermomicrobia,Sphaerobacteridae,Sphaerobacterales,Sphaerobacterineae
410f63144f8930d49f7f938379c404ea,0,0,7,0,0,0,2,0,5,0,0,4,0,23,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
4ca1e41c78622abf1fad2d5fd51b8280,0,0,0,0,0,0,10,0,0,0,0,13,0,23,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
56dbff6f5201deb45b57707f483f0ae8,0,0,0,0,12,0,0,11,0,0,0,0,0,23,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
600f0661fceb60b4c6f4fcb1c9829c89,0,0,0,0,0,0,0,0,0,0,0,9,0,23,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus
766292901b68478dd7329c0289dbfb2e,0,0,8,0,0,5,9,1,0,0,0,0,0,23,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
881019932fa07ad52cb8626aaf20909d,23,0,0,0,0,0,0,0,0,0,0,0,0,23,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus
9289f6f605cfcd9d04d6127539ff00ab,0,0,0,0,0,0,18,0,0,5,0,0,0,23,BRC1,BRC1_genera_incertae_sedis,,,
a092be0d26e01fd0e9799cce007e0834,0,0,0,0,0,0,0,0,0,10,13,0,0,23,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
b2a6a84b38d69a33b15b17cb3cf4b881,0,0,9,0,0,2,0,0,6,6,0,0,0,23,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter
b6b8db9b51529dc87aa8924db7286185,0,0,4,0,0,0,0,0,0,10,0,9,0,23,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium
cb341f2e864426a8b33f18eb3b3dc8a9,0,0,0,0,0,0,23,0,0,0,0,0,0,23,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
d5723161fb6d8ff15e5bf4fa339e69ad,0,0,0,0,0,0,0,0,0,0,0,0,23,23,Acidobacteria,Acidobacteria_Gp3,Bryobacter,,
dc1eb63e63306a64573d20658f995f74,0,0,0,0,0,0,0,0,0,0,0,23,0,23,Armatimonadetes,Armatimonadetes_gp2,,,
dd554b5ca2251479d9e088220f143458,0,0,0,0,0,0,0,0,0,0,0,23,0,23,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
e668371580eb5cba4f1aeabdb1cb4841,0,0,0,0,0,0,0,0,0,0,0,23,0,23,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Anammoxoglobus
e8ac06a8f5e15a52c5cadae075afc8a9,0,0,0,0,0,0,0,0,0,7,0,0,16,23,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Povalibacter
0809acc510fd759bcebc78f3b4982edb,22,0,0,0,0,0,0,0,0,0,0,0,0,22,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
168ec8eb6333ac784684f97f5982a446,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Aenigmarchaeota,Candidatus Aenigmarchaeum,,,
1ae4d1506be7e3e55437a8831ec21e67,0,0,0,0,0,0,0,0,0,0,0,22,0,22,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
2d81e135456a34b66c2fed46a21248c3,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,
2e28f6ed1732daf7b7f5edd804a63cc9,0,0,4,8,0,0,0,1,2,1,1,3,0,22,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
301a55cd52b26d2ba025b28eea85b4de,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
39741e3a16467fc30287fa6cde102c59,0,0,0,0,0,0,0,0,0,0,0,22,0,22,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Haloimpatiens
4cb5788afb94032ca1021e0fc3e0d6e8,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdus,
4d192a84e05e1ab5fe201f41f54d8a87,0,0,3,5,4,0,9,0,0,1,0,0,0,22,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
56f2ae5eeb1fc7b1c692f515cc556fbd,0,22,0,0,0,0,0,0,0,0,0,0,0,22,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
5ff5964b43ffc9c60dcca73b56ba7e59,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Desulfitibacter
